a,24,1
a,20,2
m,1,29,39,29,21
a,18,3
d,2
d,2
a,20,2
a,16,3
m,2,29,39,29,39
m,2,28,38,23,41
m,3,29,39,43,40
m,2,22,40,29,39
m,2,28,38,29,39
m,1,28,20,28,19
m,3,42,39,38,11
r,3,348
m,3,37,10,36,5
r,3,272
r,3,350
m,3,35,4,75,41
r,3,4
